name,online_order,book_table,rate,votes,approx_cost(for two people),listed_in(type),listed_in(city),has_phone,restaurant_type,Indian_dish,Foreign_dish,Mixed_dish
Ibaco,Yes,No,3.9,33,300.0,Delivery,Banashankari,1,Dessert Parlor,0,1,0
Jalaram Sweets,Yes,No,3.8,32,250.0,Delivery,Banashankari,1,Sweet Shop,0,1,0
Samskruti - Sanman Gardenia,Yes,No,4.1,139,550.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Bendakaluru Bytes,Yes,No,3.2,154,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Cocoa Bakes,Yes,No,3.6,14,350.0,Delivery,Banashankari,1,Bakery,0,1,0
Chumma Delicious,Yes,No,3.7,237,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
New Prashanth Hotel,Yes,No,3.9,388,650.0,Delivery,Banashankari,1,Casual Dining,0,0,1
SSV Upahar,Yes,No,3.691216896431196,0,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Dwaraka Grand,Yes,No,3.9,128,500.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Gufha - The President Hotel,Yes,Yes,4.1,1875,1200.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Cafe Vivacity,Yes,No,3.8,90,650.0,Delivery,Banashankari,1,Cafe,0,1,0
Tanna's Kitchen,Yes,No,3.1,7,250.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Shree Mandarathi Grand,Yes,No,3.7,38,400.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Mojo Pizza - 2X Toppings,Yes,No,4.2,179,600.0,Delivery,Banashankari,1,Delivery,0,1,0
Iceberg Icecreams,Yes,No,4.0,43,250.0,Delivery,Banashankari,1,Dessert Parlor,0,1,0
South Kitchen,Yes,No,4.3,275,100.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Chung Wah,Yes,No,3.7,323,850.0,Delivery,Banashankari,1,Casual Dining,0,1,0
Shanthi Sagar,Yes,No,3.1,28,400.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Millet Mama,Yes,No,3.9,18,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Bangarpet Chat Express,Yes,No,3.3,6,100.0,Delivery,Banashankari,1,Quick Bites,0,1,0
South Cool Point,Yes,No,3.691216896431196,0,100.0,Delivery,Banashankari,1,Dessert Parlor,0,1,0
Prems Graama Bhojanam,Yes,No,4.3,322,400.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Java City,Yes,No,2.6,157,450.0,Delivery,Banashankari,1,Cafe,0,1,0
Kamat Bugle Rock,Yes,No,3.9,543,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Woodee Pizza,Yes,No,3.7,180,500.0,Delivery,Banashankari,1,Cafe,0,1,0
Puliyogare Point,Yes,No,4.2,444,100.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Bangalore Agarwal Bhavan,Yes,No,3.9,134,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Rustic Stove,Yes,No,3.8,577,900.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Udupi Ruchi Grand,Yes,No,4.2,60,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
De Thaali,Yes,No,3.9,144,550.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Spice Elephant,Yes,No,4.1,787,800.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Just Thindi,Yes,No,3.6,16,200.0,Delivery,Banashankari,0,Quick Bites,1,0,0
Matru Sagar,Yes,No,3.6,84,250.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Vasanth Vihar - Since 1965,Yes,No,3.6,95,150.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Sea Spice by 7 Star,Yes,Yes,4.0,349,1200.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Desi Dawat,Yes,No,3.7,248,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Cafe Aira,Yes,No,4.1,216,500.0,Delivery,Banashankari,1,Cafe,0,1,0
Donne Biriyani combos,Yes,No,3.691216896431196,0,400.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Penthouse Cafe,Yes,No,4.0,324,700.0,Delivery,Banashankari,1,Cafe,0,1,0
Mast Punjabi,Yes,No,2.6,231,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
South Grand,Yes,No,3.4,102,400.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Catch-up-ino,Yes,No,3.9,133,800.0,Delivery,Banashankari,1,Cafe,0,1,0
The Pizzeria,Yes,No,2.8,45,800.0,Delivery,Banashankari,1,Casual Dining,0,1,0
Cafe Zone,Yes,No,3.9,149,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Ruchis Point,Yes,No,3.8,75,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Firangi Bake,Yes,No,4.0,53,600.0,Delivery,Banashankari,1,Delivery,0,1,0
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,900.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Hara Fine Dine,Yes,Yes,4.0,633,800.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Chocoberry,Yes,No,3.5,56,400.0,Delivery,Banashankari,1,Dessert Parlor,0,1,0
Dakshin Grand,Yes,No,3.0,82,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Sandwichwallas,Yes,No,3.7,35,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Chai Mane,Yes,No,3.6,20,150.0,Delivery,Banashankari,1,Quick Bites,0,1,0
SLV Upachar,Yes,No,3.1,14,250.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Waffle-A-Go Go,Yes,No,3.9,70,400.0,Delivery,Banashankari,1,Dessert Parlor,0,1,0
Cross Road Cafe,Yes,No,3.9,91,300.0,Delivery,Banashankari,1,Cafe,0,1,0
Anand Donne Biriyani,Yes,No,3.6,45,200.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Seven Star,Yes,No,3.4,7,250.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Stop 'N' Joy,Yes,No,3.8,28,150.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,600.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Fudge,Yes,No,3.8,36,200.0,Delivery,Banashankari,1,Dessert Parlor,0,1,0
Just Bunny,Yes,No,3.5,11,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Bakers Town,Yes,No,3.8,77,650.0,Delivery,Banashankari,1,Cafe,0,1,0
Shree Mahalakshmi Sweets,Yes,No,3.2,8,100.0,Delivery,Banashankari,1,Sweet Shop,0,1,0
Kaapi Kendra,Yes,No,3.7,14,100.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Ivy,Yes,No,3.8,210,600.0,Delivery,Banashankari,1,Casual Dining,0,0,1
The Airos,Yes,No,4.1,130,650.0,Delivery,Banashankari,1,Cafe,0,1,0
Chai Kraft,Yes,No,4.1,30,100.0,Delivery,Banashankari,1,Beverage Shop,0,1,0
Kirthi's Biryani,Yes,No,3.8,144,700.0,Delivery,Banashankari,1,Cafe,0,1,0
South Point Pub,Yes,No,3.4,11,800.0,Delivery,Banashankari,1,Bar,0,0,1
The Trundle,Yes,No,3.7,133,700.0,Delivery,Banashankari,1,Casual Dining,0,0,1
The Krishna Grand Xpress,Yes,No,4.0,136,350.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Sri Krishna Darshini,Yes,No,3.1,4,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Shringar Sweets & Snacks,Yes,No,3.5,11,200.0,Delivery,Banashankari,1,mixed,0,0,1
Udupi Grand,Yes,No,3.8,74,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Ganesh Grand,Yes,No,3.7,30,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Shreyas Upahar & Burger Point,Yes,No,3.0,7,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Coffee Tindi,Yes,No,3.8,75,200.0,Delivery,Banashankari,1,mixed,0,0,1
Little Cafe,Yes,No,3.7,54,600.0,Delivery,Banashankari,1,Cafe,0,1,0
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,100.0,Delivery,Banashankari,1,Kiosk,0,1,0
Sri Krishna Sagar,Yes,No,3.2,119,400.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Mylari Biryani Family Restaurant,Yes,No,3.7,73,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
1980s Games Cafe,Yes,No,3.4,58,400.0,Delivery,Banashankari,1,Cafe,0,1,0
Kadala Tarangaa,Yes,No,3.6,129,600.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Namma Biryani,Yes,No,3.6,24,250.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Nandhanu's Rasoi,Yes,No,3.0,175,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Hotel Pork Paradise,Yes,No,3.7,21,300.0,Delivery,Banashankari,1,Quick Bites,1,0,0
As On Fire,Yes,No,3.5,41,400.0,Delivery,Banashankari,1,Food Truck,0,1,0
J K Fish Land,Yes,No,3.6,35,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Curry Leaves,Yes,No,4.1,176,800.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Lassi Shop,Yes,No,3.5,45,300.0,Delivery,Banashankari,1,Beverage Shop,0,1,0
Magic Meals,Yes,No,3.7,47,400.0,Delivery,Banashankari,1,mixed,0,1,0
Desi Cream Junction,Yes,Yes,3.7,36,650.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Drunken Monkey,Yes,No,3.8,52,400.0,Delivery,Banashankari,1,mixed,0,1,0
Ruchi's Corner,Yes,No,2.7,123,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Tandoori Bytes,Yes,No,3.6,59,700.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Bangalore Donne Biriyani,Yes,No,3.2,4,300.0,Delivery,Banashankari,1,Quick Bites,1,0,0
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Keventers,Yes,No,3.7,54,400.0,Delivery,Banashankari,1,mixed,0,1,0
Sree Sagar,Yes,No,3.5,0,200.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Navi Food Point,Yes,No,3.6,22,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Shawarma Inc,Yes,No,3.1,31,250.0,Delivery,Banashankari,1,Takeaway,0,1,0
The Cafe Nuts and Bolts,Yes,No,3.0,29,500.0,Delivery,Banashankari,1,Cafe,0,1,0
AM WOW,Yes,No,3.4,6,100.0,Delivery,Banashankari,1,Beverage Shop,0,1,0
Lalbagh Grand,Yes,No,3.0,22,250.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Funjabi Curries,Yes,No,2.9,11,500.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Eat Repeat,Yes,No,3.9,101,150.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Salut,Yes,Yes,4.1,442,1200.0,Delivery,Banashankari,1,mixed,0,1,0
Nammura Donne Biriyani,Yes,No,3.5,155,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Lassi Stop,Yes,No,3.4,12,150.0,Delivery,Banashankari,1,mixed,0,1,0
Dakshin Kitchen,Yes,No,3.6,15,100.0,Delivery,Banashankari,0,Quick Bites,1,0,0
Sri Sai Cafe,Yes,No,3.5,10,200.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,300.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Utsav Restaurant,Yes,No,3.8,61,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Crunch and Munch,Yes,No,3.7,23,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Food Geek,Yes,No,3.8,25,350.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Sri Krishna Aramane,Yes,No,3.7,40,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Great Indian Rolls,Yes,No,3.3,4,100.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Chats Point,Yes,No,3.4,8,150.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Food Point,Yes,No,3.5,32,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Swarga Ruchi,Yes,No,3.3,10,200.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Kolkata King,Yes,No,3.4,6,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,250.0,Delivery,Banashankari,1,Quick Bites,0,1,0
New Rajadhani Spicy,Yes,No,3.7,67,700.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Big Mishra Pedha,Yes,No,2.9,23,250.0,Delivery,Banashankari,1,Sweet Shop,0,1,0
VEGeatz,Yes,No,3.4,19,200.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Foodizo,Yes,No,3.6,24,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Food Springs,Yes,No,4.0,232,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Chung's Chinese Corner,Yes,No,3.9,221,700.0,Delivery,Banashankari,1,Casual Dining,0,1,0
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,1200.0,Delivery,Banashankari,1,mixed,0,1,0
Goli Vada Pav No. 1,Yes,No,3.7,93,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Ragoo's,Yes,No,3.9,233,800.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Pure & Natural,Yes,No,3.9,211,500.0,Delivery,Banashankari,1,Casual Dining,0,1,0
Maiyas,Yes,No,4.0,1778,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Sip n Dine,Yes,No,3.6,218,800.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Cafe Mondo,Yes,No,3.7,514,600.0,Delivery,Banashankari,1,Cafe,0,1,0
Jalpaan,Yes,Yes,4.0,866,900.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Kataria's Pakwan,Yes,No,3.2,96,400.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Juicy Momos,Yes,No,3.5,80,250.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Amande Patisserie,Yes,No,4.0,73,300.0,Delivery,Banashankari,1,Bakery,0,1,0
Anand Sweets and Savouries,Yes,No,3.9,84,400.0,Delivery,Banashankari,1,Sweet Shop,0,1,0
Chicken Hunt,Yes,No,3.5,88,350.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Swadesh Tadka,Yes,No,3.5,179,600.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Cane-O-La,Yes,No,3.8,61,100.0,Delivery,Banashankari,1,Quick Bites,0,1,0
New Biryani Mane,Yes,No,3.7,128,450.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Upahara Darshini,Yes,No,3.8,339,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Karnataka Bhel House,Yes,No,4.1,449,100.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Sreeraj Lassi Bar,Yes,No,4.1,210,150.0,Delivery,Banashankari,1,mixed,0,1,0
Juice Junction Food Court,Yes,No,3.7,57,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Bunt's Biriyani Palace,Yes,No,3.0,213,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Chai Point,Yes,No,3.2,208,250.0,Delivery,Banashankari,1,mixed,0,1,0
Janahaar,Yes,No,3.8,70,100.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Redberrys,Yes,No,4.0,219,600.0,Delivery,Banashankari,1,Cafe,0,1,0
Utsav,Yes,No,3.7,59,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Meat And Eat,Yes,No,3.1,10,500.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Snacks Bite,Yes,No,3.0,9,400.0,Delivery,Banashankari,1,Quick Bites,0,1,0
The Spice Saga,Yes,No,3.7,124,750.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Dakshin Cafe,Yes,No,3.7,19,100.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Mr. Parathewala,Yes,No,3.0,0,300.0,Delivery,Banashankari,1,mixed,1,0,0
Kaulige Millet Corner,Yes,No,3.3,4,150.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Ifruit Ice Cream,Yes,No,3.3,4,150.0,Delivery,Banashankari,1,Dessert Parlor,0,1,0
Havmor,Yes,No,3.8,21,200.0,Delivery,Banashankari,1,Dessert Parlor,0,1,0
Grand Food,Yes,No,3.4,8,250.0,Delivery,Banashankari,1,mixed,0,0,1
Dining Hut,Yes,No,3.5,10,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
7 Hills Garden Restaurant,Yes,No,3.0,0,400.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Desi Swaad,Yes,No,3.5,10,400.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Yummy Momos,Yes,No,3.2,4,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Masale Daan,Yes,No,3.1,4,350.0,Delivery,Banashankari,1,Delivery,1,0,0
Sri Manjunatha Tandoori Corner,Yes,No,3.691216896431196,0,300.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Grow Fit,Yes,No,3.6,16,500.0,Delivery,Banashankari,1,mixed,0,0,1
Cutcakes,Yes,No,3.691216896431196,0,300.0,Delivery,Banashankari,1,mixed,0,1,0
Sandwich Hub,Yes,No,3.4,12,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Healthy Bakes 'n' Brew,Yes,No,3.691216896431196,0,150.0,Delivery,Banashankari,1,Bakery,0,1,0
Udupi Sri Krishna Cafe,Yes,No,3.9,14,600.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Starlite Bakery & Fastfood,Yes,No,3.7,0,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Veganbreak24x7,Yes,No,2.8,5,199.0,Delivery,Banashankari,1,mixed,0,0,1
Aadhya Hotel,Yes,No,3.3,5,800.0,Delivery,Banashankari,1,mixed,0,0,1
Dodda Mane Baaduta,Yes,No,3.5,15,250.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Swadd Kitchen,Yes,No,3.4,4,500.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Nandini Milk Parlour and Restaurant,Yes,No,3.691216896431196,0,250.0,Delivery,Banashankari,1,mixed,0,0,1
Happy Chopsticks,Yes,No,3.6,17,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Sai Super Sandwich,Yes,No,3.691216896431196,0,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Right Pizza,Yes,No,3.691216896431196,0,300.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Udupi Upachar,Yes,No,3.3,6,500.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Davanagere Benne Dose Hut,Yes,No,3.4,10,100.0,Delivery,Banashankari,1,Quick Bites,1,0,0
The Sip Shop,Yes,No,5.0,0,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Jalsa,Yes,Yes,4.1,775,800.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Subz,Yes,Yes,4.2,2022,1000.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Rajastani Rasoi,Yes,No,3.691216896431196,0,100.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Sri Banashankari Upahara,Yes,No,3.691216896431196,0,150.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Cafe Shuffle,Yes,Yes,4.2,150,600.0,Delivery,Banashankari,1,Cafe,0,1,0
Mint and Mustard,Yes,No,4.0,232,750.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Chinese Square,Yes,No,3.9,38,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Hyderabad Express,Yes,No,4.5,0,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Punjabi Raswada,Yes,Yes,3.5,431,800.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Vinny's,Yes,Yes,4.2,2115,800.0,Delivery,Banashankari,1,Casual Dining,0,1,0
Chetty's Corner,Yes,No,3.4,30,200.0,Delivery,Banashankari,0,Quick Bites,0,1,0
Kapoor's Cafe,Yes,No,4.2,150,800.0,Delivery,Banashankari,0,Casual Dining,1,0,0
Donne Biryani & Kabab Corner,Yes,No,3.3,12,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Sukh Sagar,Yes,No,3.8,155,450.0,Delivery,Banashankari,1,Casual Dining,0,0,1
S M V Snacks Corner,Yes,No,3.7,33,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Andhra Ruchulu,Yes,Yes,4.1,666,1000.0,Delivery,Banashankari,1,mixed,0,0,1
The Samosa Co,Yes,No,4.0,0,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Steaming Mugs,Yes,No,3.9,240,700.0,Delivery,Banashankari,1,Cafe,0,1,0
San Churro Cafe,Yes,No,3.8,918,800.0,Delivery,Banashankari,1,mixed,0,1,0
Rajathadri Food Fort,Yes,No,4.0,465,600.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Brew Meister,Yes,Yes,4.1,970,1500.0,Delivery,Banashankari,1,mixed,0,0,1
Rasoi,Yes,No,3.3,128,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Mr. Singh Da Dhaba,Yes,No,3.6,241,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Kababs N Biryani,Yes,No,3.4,22,200.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Ayodhya Upachar,Yes,No,4.3,734,200.0,Delivery,Banashankari,1,Quick Bites,0,0,1
Biriyani Mane,Yes,No,3.8,130,400.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Cafe Ajfan,Yes,No,4.2,261,700.0,Delivery,Banashankari,1,Cafe,0,1,0
Brundhavana Food Point,Yes,No,4.0,191,300.0,Delivery,Banashankari,1,Quick Bites,0,0,1
SLV Corner Restaurant,Yes,No,4.1,364,550.0,Delivery,Banashankari,1,Casual Dining,0,0,1
Biryani Royals Garden,Yes,No,3.691216896431196,0,500.0,Delivery,Banashankari,1,Quick Bites,1,0,0
Hotel New Karavali,Yes,No,3.8,133,300.0,Delivery,Banashankari,1,Quick Bites,1,0,0
The Krishna Grand,Yes,No,3.9,888,750.0,Delivery,Banashankari,1,Casual Dining,0,0,1
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,400.0,Delivery,Banashankari,1,Cafe,0,1,0
Roti Ghar,Yes,No,3.9,750,500.0,Delivery,Banashankari,1,Casual Dining,0,0,1
The Coffee Shack,Yes,Yes,4.2,164,500.0,Delivery,Banashankari,1,Cafe,0,1,0
Multi Snacky Hub,No,No,3.691216896431196,0,200.0,Delivery,Banashankari,1,Quick Bites,0,1,0
Kettle & Kegs,Yes,No,3.2,6,200.0,Delivery,Banashankari,1,Delivery,0,1,0
Baisakhi,Yes,No,3.8,527,500.0,Delivery,Banashankari,1,Casual Dining,1,0,0
Corner House Ice Cream,No,No,4.3,345,400.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Poonam Sweets,No,No,4.4,356,150.0,Desserts,Banashankari,1,Sweet Shop,0,1,0
XO Belgian Waffle,Yes,No,3.7,17,400.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Old Mumbai Ice Cream,Yes,No,3.9,38,150.0,Desserts,Banashankari,1,Dessert Parlor,0,0,1
Cake of the Day,No,No,3.7,78,150.0,Desserts,Banashankari,1,mixed,0,1,0
Amma's Pastries,No,No,3.8,60,400.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Kanti Sweets,Yes,No,4.0,115,400.0,Desserts,Banashankari,1,Sweet Shop,0,1,0
Sugar Rush,No,No,3.8,39,300.0,Desserts,Banashankari,1,Bakery,0,1,0
Polar Bear,Yes,No,3.9,116,400.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
San Churro Cafe,Yes,No,3.8,918,800.0,Desserts,Banashankari,1,mixed,0,1,0
Anand Sweets and Savouries,No,No,3.7,46,400.0,Desserts,Banashankari,1,mixed,0,1,0
Ibaco,Yes,No,3.9,41,300.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Kirthi's Biryani,Yes,No,3.8,144,700.0,Desserts,Banashankari,1,Cafe,0,1,0
The Lassi and Juice Park,No,No,3.8,28,150.0,Desserts,Banashankari,1,mixed,0,1,0
Stoned Monkey,Yes,No,4.3,860,500.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Parimala Sweets,No,No,3.5,14,200.0,Desserts,Banashankari,1,Sweet Shop,0,1,0
The Big O Bakes,No,No,4.0,66,300.0,Desserts,Banashankari,1,Bakery,0,1,0
Shree Mahalakshmi Sweets,Yes,No,3.2,8,100.0,Desserts,Banashankari,1,Sweet Shop,0,1,0
Keventers,Yes,No,3.7,54,400.0,Desserts,Banashankari,1,mixed,0,1,0
Dessert Rose,No,No,3.5,7,500.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Thanco's Natural Ice Creams,No,No,3.2,9,300.0,Desserts,Banashankari,1,Dessert Parlor,0,0,1
Corner Stone,No,No,3.6,42,300.0,Desserts,Banashankari,1,mixed,0,1,0
Kaggis,No,No,3.8,64,250.0,Desserts,Banashankari,1,Quick Bites,0,1,0
Cocoa Bakes,Yes,No,3.6,14,350.0,Desserts,Banashankari,1,Bakery,0,1,0
Floured-Baked With Love,No,No,3.8,45,400.0,Desserts,Banashankari,1,mixed,0,1,0
CAFE NOVA,No,No,3.2,11,600.0,Desserts,Banashankari,1,Cafe,0,1,0
Cakes & Slices,No,No,3.5,13,300.0,Desserts,Banashankari,1,Bakery,0,1,0
Arun Ice Cream,No,No,3.4,7,150.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Just Bake,No,No,3.4,8,400.0,Desserts,Banashankari,1,Bakery,0,1,0
Dharwad Line Bazaar Mishra Pedha,No,No,3.691216896431196,0,150.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Cake Bite,No,No,1.0,0,300.0,Desserts,Banashankari,1,Bakery,0,1,0
Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,200.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Melting Melodies,No,No,3.691216896431196,0,300.0,Desserts,Banashankari,1,Bakery,0,1,0
Sweet N Swirl,No,No,3.2,17,150.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Me And My Cake,No,No,1.0,0,500.0,Desserts,Banashankari,1,Delivery,0,1,0
Mukesh Sweet Centre,No,No,3.691216896431196,0,300.0,Desserts,Banashankari,1,Sweet Shop,0,1,0
Darkolates,No,No,3.691216896431196,0,200.0,Desserts,Banashankari,1,Confectionery,0,1,0
Sai Super Sandwich,Yes,No,3.691216896431196,0,200.0,Desserts,Banashankari,1,Quick Bites,0,1,0
Sweet Truth,Yes,No,3.9,35,500.0,Desserts,Banashankari,1,Delivery,0,1,0
Waffle-A-Go Go,Yes,No,3.9,70,400.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Gopi Ice Creams,No,No,3.691216896431196,0,100.0,Desserts,Banashankari,1,Dessert Parlor,0,0,1
Sri Venkateshwara Sweet Meat Stall,No,No,4.0,98,400.0,Desserts,Banashankari,1,mixed,0,0,1
Baskin Robbins,No,No,3.7,25,250.0,Desserts,Banashankari,1,Dessert Parlor,0,1,0
Redberrys,Yes,No,4.0,219,600.0,Desserts,Banashankari,1,Cafe,0,1,0
Amande Patisserie,Yes,No,4.0,73,300.0,Desserts,Banashankari,1,Bakery,0,1,0
Srinivasa Brahmins Bakery,No,No,3.6,16,150.0,Desserts,Banashankari,1,mixed,0,1,0
